tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N879DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N879NN,2011,NA,BOEING,737-823,2,162,NA,Turbo-fan
N879RW,2008,NA,EMBRAER,ERJ 170-100 LR,2,70,NA,Turbo-fan
N879UA,2005,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N8800L,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8801Q,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8802Q,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8803L,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8804L,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8805L,NA,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8806Q,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8807L,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8808Q,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8809L,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N880DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N880NN,2011,NA,BOEING,737-823,2,162,NA,Turbo-fan
N880RW,NA,NA,EMBRAER,ERJ 170-100 LR,2,70,NA,Turbo-fan
N880UA,2005,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N8810L,NA,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8811L,NA,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8812Q,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8813Q,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8814K,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8815L,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8816Q,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8817L,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N8818Q,2021,NA,BOEING,737-8,2,185,NA,Turbo-fan
N881DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N881NN,2011,NA,BOEING,737-823,2,162,NA,Turbo-fan
N881UA,2005,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N882DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N882NN,2011,NA,BOEING,737-823,2,162,NA,Turbo-fan
N882RW,2008,NA,EMBRAER,ERJ 170-100 LR,2,70,NA,Turbo-fan
N882UA,2005,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N88301,2014,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88310,2014,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88325,2015,NA,EMBRAER,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88326,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88327,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88328,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88330,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88331,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88332,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88335,2016,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88341,2016,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88346,2016,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N88359,2017,NA,EMBRAER,ERJ 170-200 LR,2,88,NA,Turbo-fan
N883DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N883NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N883UA,NA,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N884DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N884NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N884UA,NA,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N885DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N885NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N886DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N886NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N887DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N887NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N888DU,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N889DN,2017,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N889NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N889UA,2006,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N890DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N890NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N890UA,2006,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N891DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N891NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N891UA,2006,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N892DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N892NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N892UA,2006,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N89304,2014,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N89308,2014,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N89313,2014,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N89315,2014,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N89317,2014,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N89321,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N89342,2016,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N89349,2017,NA,EMBRAER,ERJ 170-200 LR,2,88,NA,Turbo-fan
N89357,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N89362,NA,NA,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LL,2,70,NA,Turbo-fan
N893AT,2004,NA,BOEING,717-200,2,100,NA,Turbo-fan
N893DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N893NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N893UA,2006,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N894DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N894NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N894UA,2006,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N895DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N895NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N895UA,2007,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N896AT,2005,NA,BOEING,717-200,2,100,NA,Turbo-fan
N896DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N896NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N896SK,2006,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N896UA,2007,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N897DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N897NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N897SK,2006,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N897UA,2007,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N898DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N898NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N898SK,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N898UA,2007,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N899DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N899NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N899SK,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N899UA,2007,NA,AIRBUS,A319-132,2,179,NA,Turbo-fan
N90024,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9002U,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9004F,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9006,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9008U,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N900DU,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N900PC,1997,NA,BOEING,757-26D,2,178,NA,Turbo-fan
N900UW,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N900WN,2007,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N9010R,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9011P,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9012,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9013A,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9015D,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9016,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9017P,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9018E,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9019F,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N901AA,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N901DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N901NK,2016,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N901NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N901WN,2007,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N901XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N9021H,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9022G,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9023N,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9025B,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9026C,2015,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N9029F,2015,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N902AA,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N902AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N902DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N902NK,2016,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N902NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N902WN,2007,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N902XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N903AA,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N903DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N903JB,2013,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N903NK,2016,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N903NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N903WN,2007,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N903XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N904AA,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N904DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N904NK,2016,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N904NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N904WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N904XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N905AU,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N905DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N905JB,2013,NA,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N905NK,2016,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N905NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N905XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N906AA,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N906DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N906NK,2018,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N906NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N906WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N906XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N907AA,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N907AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N907DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N907JB,2013,NA,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N907NK,2018,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N907NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N907WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N907XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N908AA,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N908DN,NA,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N908NK,2018,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N908NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N908WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N908XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N909AM,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N909DN,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N909NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N909WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N909XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N91007,2017,NA,BOEING,787-10,2,120,NA,Turbo-fan
N910AU,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N910DU,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N910NK,2018,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N910NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N910WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N910XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N911DQ,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N912DU,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N912NK,2018,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N912NN,2012,NA,BOEING,737-823,2,162,NA,Turbo-fan
N912UY,2014,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N912WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N912XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N913AK,2021,NA,BOEING,737-9,2,48,NA,Turbo-fan
N913DU,2018,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N913JB,2013,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N913NK,2017,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N913NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N913US,2014,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N913WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N913XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N914DU,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N914NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N914UY,2014,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N914WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N914XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N915AK,2021,NA,BOEING,737-9,2,48,NA,Turbo-fan
N915AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N915DU,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N915NK,2018,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N915NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N915US,2014,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N915WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N915XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N916AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N916DU,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N916NK,2019,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N916NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N916US,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N916XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N917AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N917DU,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N917NK,2019,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N917NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N917UY,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N917WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N917XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N918AK,2021,NA,BOEING,737-9,2,48,NA,Turbo-fan
N918AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N918DU,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N918NK,2019,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N918NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N918US,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N918XJ,2007,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N919AK,2021,NA,BOEING,737-9,2,48,NA,Turbo-fan
N919AT,2001,NA,BOEING,717-200,2,100,NA,Turbo-fan
N919DU,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N919NK,2019,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N919NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N919US,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N919WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N919XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N920AK,2021,NA,BOEING,737-9,2,48,NA,Turbo-fan
N920DU,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N920NK,2019,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N920NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N920US,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N920WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N920XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N921AK,NA,NA,BOEING,737-9,2,48,NA,Turbo-fan
N921AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N921AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N921DU,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N921NK,2019,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N921NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N921US,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N921VA,2017,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N921XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N922AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N922DZ,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N922NK,2019,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N922NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N922US,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N922VA,2017,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N922WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N922XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N923AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N923AT,2005,NA,BOEING,717-200,2,100,NA,Turbo-fan
N923DZ,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N923JB,2014,NA,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N923NK,2019,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N923NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N923US,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N923VA,2017,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N923WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N923XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N924AK,NA,NA,BOEING,737-9,2,48,NA,Turbo-fan
N924AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N924AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N924DZ,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N924NK,2019,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N924NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N924US,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N924VA,2018,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N924WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N924XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N925AN,1999,NA,BOEING,737-823,2,162,NA,Turbo-fan
N925AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N925DZ,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N925NK,2020,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N925NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N925UY,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N925VA,2017,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N925WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N925XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N926AK,NA,NA,BOEING,737-9,2,48,NA,Turbo-fan
N926AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N926DZ,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N926NK,2020,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N926NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N926UW,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N926VA,2018,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N926WN,NA,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N926XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N927AN,2000,NA,BOEING,737-823,2,162,NA,Turbo-fan
N927AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N927DZ,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N927NK,2020,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N927NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N927UW,2015,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N927VA,2018,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N927WN,NA,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N927XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N928AK,NA,NA,BOEING,737-9,2,48,NA,Turbo-fan
N928AM,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N928AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N928DU,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N928NK,2019,NA,AIRBUS SAS,A320-271N,2,190,NA,Turbo-fan
N928NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N928VA,2018,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N928WN,NA,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N928XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N929AA,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N929AK,NA,NA,BOEING,737-9,2,48,NA,Turbo-fan
N929AN,2000,NA,BOEING,737-823,2,162,NA,Turbo-fan
N929AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N929DZ,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N929JB,2014,NA,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N929NK,NA,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N929NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N929VA,2019,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N929WN,2008,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N929XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N93003,2013,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N930AN,2000,NA,BOEING,737-823,2,162,NA,Turbo-fan
N930AT,2000,NA,BOEING,717-200,2,100,NA,Turbo-fan
N930AU,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N930DZ,2019,NA,BOEING,737-900ER,2,222,NA,Turbo-fan
N930NK,2020,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N930NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N930VA,2019,NA,AIRBUS,A321-253N,2,222,NA,Turbo-fan
N930WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N930XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N931AK,NA,NA,BOEING,737-9,2,48,NA,Turbo-fan
N931AM,2017,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N931AN,2000,NA,BOEING,737-823,2,162,NA,Turbo-fan
N931NK,2020,NA,AIRBUS,A320-271N,2,190,NA,Turbo-fan
N931NN,2013,NA,BOEING,737-823,2,162,NA,Turbo-fan
N931WN,2009,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N931XJ,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N932AK,NA,NA,BOEING,737-9,2,48,NA,Turbo-fan
